Region,Storage,Hour,Fuel,Value
FR,H2Tank,38,H2,30.548845290924845
FR,H2Tank,39,H2,24.56140350877193
FR,H2Tank,40,H2,21.05263157894737
FR,H2Tank,41,H2,17.54385964912281
FR,H2Tank,42,H2,14.035087719298247
FR,H2Tank,43,H2,14.035087719298247
FR,H2Tank,44,H2,14.035087719298247
FR,H2Tank,45,H2,14.035087719298247
FR,H2Tank,46,H2,10.526315789473685
FR,H2Tank,47,H2,7.017543859649123
FR,H2Tank,48,H2,3.5087719298245617
FR,H2Tank,49,H2,0.0
FR,H2Tank,50,H2,0.0
FR,H2Tank,51,H2,2.588527445555574
FR,H2Tank,52,H2,11.076368867020262
FR,H2Tank,53,H2,19.564210288484954
FR,H2Tank,54,H2,28.052051709949644
FR,H2Tank,55,H2,36.53989313141434
FR,H2Tank,56,H2,41.453473934197056
FR,H2Tank,57,H2,49.94131535566173
FR,H2Tank,58,H2,50.0
FR,H2Tank,59,H2,50.0
FR,H2Tank,60,H2,50.0
FR,H2Tank,61,H2,50.0
FR,H2Tank,62,H2,50.0
FR,H2Tank,63,H2,44.882598122807025
FR,H2Tank,64,H2,43.69430042105264
FR,H2Tank,65,H2,39.98971191403509
FR,H2Tank,66,H2,35.31452053333334
FR,H2Tank,67,H2,29.33061425789474
FR,H2Tank,68,H2,23.300918224561407
FR,H2Tank,69,H2,18.786310012280705
FR,H2Tank,70,H2,16.274444021052634
FR,H2Tank,71,H2,11.289317043859652
FR,H2Tank,72,H2,2.517387219298248
FR,H2Tank,73,H2,0.0
FR,H2Tank,74,H2,0.0
FR,H2Tank,75,H2,8.487841421464692
FR,H2Tank,76,H2,16.975682842929384
FR,H2Tank,77,H2,25.463524264394074
FR,H2Tank,78,H2,33.95136568585877
FR,H2Tank,79,H2,42.43920710732345
FR,H2Tank,80,H2,50.0
FR,H2Tank,81,H2,50.0
FR,H2Tank,82,H2,50.0
FR,H2Tank,83,H2,50.0
FR,H2Tank,84,H2,50.0
FR,H2Tank,85,H2,50.0
FR,H2Tank,86,H2,50.0
FR,H2Tank,87,H2,50.0
FR,H2Tank,88,H2,44.72785793458227
FR,H2Tank,89,H2,36.93184452230157
FR,H2Tank,90,H2,36.93184452230157
FR,H2Tank,91,H2,36.93184452230157
FR,H2Tank,92,H2,33.05515762087616
FR,H2Tank,93,H2,29.546385691051597
FR,H2Tank,94,H2,26.037613761227036
FR,H2Tank,95,H2,22.528841831402474
FR,H2Tank,96,H2,16.472999808849412
FR,H2Tank,97,H2,16.472999808849412
FR,H2Tank,98,H2,16.72154135785418
FR,H2Tank,99,H2,26.28234487443751
FR,H2Tank,100,H2,29.353245672083343
FR,H2Tank,101,H2,35.74266031266667
FR,H2Tank,102,H2,36.909567731083335
FR,H2Tank,103,H2,48.784567731083335
FR,H2Tank,104,H2,50.0
FR,H2Tank,105,H2,50.0
FR,H2Tank,106,H2,50.0
FR,H2Tank,107,H2,46.49122807017544
FR,H2Tank,108,H2,46.15376305614035
FR,H2Tank,109,H2,42.64499112631579
FR,H2Tank,110,H2,39.136219196491226
FR,H2Tank,111,H2,35.627447266666664
FR,H2Tank,112,H2,32.1186753368421
FR,H2Tank,113,H2,28.60990340701754
FR,H2Tank,114,H2,25.10113147719298
FR,H2Tank,115,H2,25.0
FR,H2Tank,116,H2,25.0
FR,H2Tank,117,H2,25.0
FR,H2Tank,118,H2,25.0
FR,H2Tank,119,H2,25.0
FR,H2Tank,120,H2,25.0
NO,Battery,1,Power,-0.0
NO,Battery,2,Power,-0.0
NO,Battery,3,Power,-0.0
NO,Battery,4,Power,-0.0
NO,Battery,5,Power,-0.0
NO,Battery,6,Power,-0.0
NO,Battery,7,Power,-0.0
NO,Battery,8,Power,-0.0
NO,Battery,9,Power,-0.0
NO,Battery,10,Power,-0.0
NO,Battery,11,Power,-0.0
NO,Battery,12,Power,-0.0
NO,Battery,13,Power,-0.0
NO,Battery,14,Power,0.0
NO,Battery,15,Power,-0.0
NO,Battery,16,Power,0.0
NO,Battery,17,Power,-0.0
NO,Battery,18,Power,-0.0
NO,Battery,19,Power,-0.0
NO,Battery,20,Power,-0.0
NO,Battery,21,Power,-0.0
NO,Battery,22,Power,-0.0
