Region,Hour,Technology,Fuel,Value
NO,119,GasPowerPlant,Power,0.0
DK,119,GasPowerPlant,Power,0.0
UK,119,GasPowerPlant,Power,0.0
DE,120,GasPowerPlant,Power,0.0
FR,120,GasPowerPlant,Power,0.0
NO,120,GasPowerPlant,Power,0.0
DK,120,GasPowerPlant,Power,0.0
UK,120,GasPowerPlant,Power,0.0
DE,1,CoalCHPPlant,Power,0.0
FR,1,CoalCHPPlant,Power,0.0
NO,1,CoalCHPPlant,Power,0.0
DK,1,CoalCHPPlant,Power,0.0
UK,1,CoalCHPPlant,Power,0.0
DE,2,CoalCHPPlant,Power,0.0
FR,2,CoalCHPPlant,Power,2.0386282800000046
NO,2,CoalCHPPlant,Power,0.0
DK,2,CoalCHPPlant,Power,0.0
UK,2,CoalCHPPlant,Power,7.365446884558369
DE,3,CoalCHPPlant,Power,0.0
FR,3,CoalCHPPlant,Power,15.437333333333335
NO,3,CoalCHPPlant,Power,0.0
DK,3,CoalCHPPlant,Power,0.0
UK,3,CoalCHPPlant,Power,33.36698282635668
DE,4,CoalCHPPlant,Power,0.0
FR,4,CoalCHPPlant,Power,15.437333333333335
NO,4,CoalCHPPlant,Power,-0.0
DK,4,CoalCHPPlant,Power,0.0
UK,4,CoalCHPPlant,Power,33.36698282635668
DE,5,CoalCHPPlant,Power,0.0
FR,5,CoalCHPPlant,Power,5.827495780000003
NO,5,CoalCHPPlant,Power,0.0
DK,5,CoalCHPPlant,Power,0.0
UK,5,CoalCHPPlant,Power,33.36698282635668
DE,6,CoalCHPPlant,Power,0.0
FR,6,CoalCHPPlant,Power,1.1280000000000001
NO,6,CoalCHPPlant,Power,0.0
DK,6,CoalCHPPlant,Power,0.0
UK,6,CoalCHPPlant,Power,33.36698282635668
DE,7,CoalCHPPlant,Power,0.0
FR,7,CoalCHPPlant,Power,2.6960000000000015
NO,7,CoalCHPPlant,Power,-0.0
DK,7,CoalCHPPlant,Power,0.0
UK,7,CoalCHPPlant,Power,33.36698282635668
DE,8,CoalCHPPlant,Power,0.0
FR,8,CoalCHPPlant,Power,3.507999999999999
NO,8,CoalCHPPlant,Power,0.0
DK,8,CoalCHPPlant,Power,0.0
UK,8,CoalCHPPlant,Power,28.486130305328295
DE,9,CoalCHPPlant,Power,0.0
FR,9,CoalCHPPlant,Power,3.3959999999999972
NO,9,CoalCHPPlant,Power,0.0
DK,9,CoalCHPPlant,Power,0.0
UK,9,CoalCHPPlant,Power,1.019535705328293
DE,10,CoalCHPPlant,Power,0.0
FR,10,CoalCHPPlant,Power,4.263999999999999
NO,10,CoalCHPPlant,Power,0.0
DK,10,CoalCHPPlant,Power,0.0
UK,10,CoalCHPPlant,Power,0.0
DE,11,CoalCHPPlant,Power,-0.0
FR,11,CoalCHPPlant,Power,0.0
NO,11,CoalCHPPlant,Power,0.0
DK,11,CoalCHPPlant,Power,0.0
UK,11,CoalCHPPlant,Power,0.0
DE,12,CoalCHPPlant,Power,0.0
FR,12,CoalCHPPlant,Power,0.0
NO,12,CoalCHPPlant,Power,0.0
DK,12,CoalCHPPlant,Power,0.0
UK,12,CoalCHPPlant,Power,0.0
DE,13,CoalCHPPlant,Power,0.0
FR,13,CoalCHPPlant,Power,4.138
NO,13,CoalCHPPlant,Power,0.0
DK,13,CoalCHPPlant,Power,0.0
UK,13,CoalCHPPlant,Power,12.246121706041599
DE,14,CoalCHPPlant,Power,0.0
FR,14,CoalCHPPlant,Power,4.116
NO,14,CoalCHPPlant,Power,-0.0
DK,14,CoalCHPPlant,Power,0.0
UK,14,CoalCHPPlant,Power,28.516634746041596
DE,15,CoalCHPPlant,Power,0.0
FR,15,CoalCHPPlant,Power,5.0037875745268
NO,15,CoalCHPPlant,Power,0.0
DK,15,CoalCHPPlant,Power,0.0
UK,15,CoalCHPPlant,Power,33.36698282635668
DE,16,CoalCHPPlant,Power,0.0
FR,16,CoalCHPPlant,Power,15.437333333333335
NO,16,CoalCHPPlant,Power,0.0
DK,16,CoalCHPPlant,Power,0.0
UK,16,CoalCHPPlant,Power,33.36698282635668
DE,17,CoalCHPPlant,Power,0.0
FR,17,CoalCHPPlant,Power,1.6940000000000026
NO,17,CoalCHPPlant,Power,0.0
DK,17,CoalCHPPlant,Power,0.0
UK,17,CoalCHPPlant,Power,33.36698282635668
DE,18,CoalCHPPlant,Power,0.0
FR,18,CoalCHPPlant,Power,1.259999999999998
NO,18,CoalCHPPlant,Power,0.0
DK,18,CoalCHPPlant,Power,0.0
UK,18,CoalCHPPlant,Power,32.5978257060416
DE,19,CoalCHPPlant,Power,0.0
FR,19,CoalCHPPlant,Power,0.8960000000000008
NO,19,CoalCHPPlant,Power,0.0
DK,19,CoalCHPPlant,Power,0.0
UK,19,CoalCHPPlant,Power,28.394103226041597
DE,20,CoalCHPPlant,Power,0.0
FR,20,CoalCHPPlant,Power,3.3485381000000025
NO,20,CoalCHPPlant,Power,0.0
DK,20,CoalCHPPlant,Power,0.0
UK,20,CoalCHPPlant,Power,33.36698282635668
DE,21,CoalCHPPlant,Power,0.0
FR,21,CoalCHPPlant,Power,0.0
NO,21,CoalCHPPlant,Power,0.0
DK,21,CoalCHPPlant,Power,0.0
UK,21,CoalCHPPlant,Power,33.36698282635668
DE,22,CoalCHPPlant,Power,0.0
FR,22,CoalCHPPlant,Power,0.0
NO,22,CoalCHPPlant,Power,0.0
DK,22,CoalCHPPlant,Power,0.0
UK,22,CoalCHPPlant,Power,33.36698282635668
DE,23,CoalCHPPlant,Power,0.0
FR,23,CoalCHPPlant,Power,0.0
NO,23,CoalCHPPlant,Power,0.0
DK,23,CoalCHPPlant,Power,0.0
UK,23,CoalCHPPlant,Power,15.435435338493068
DE,24,CoalCHPPlant,Power,0.0
FR,24,CoalCHPPlant,Power,0.0
NO,24,CoalCHPPlant,Power,0.0
DK,24,CoalCHPPlant,Power,0.0
UK,24,CoalCHPPlant,Power,2.49549928153251
DE,25,CoalCHPPlant,Power,0.0
FR,25,CoalCHPPlant,Power,0.04630567999999613
NO,25,CoalCHPPlant,Power,0.0
DK,25,CoalCHPPlant,Power,0.0
UK,25,CoalCHPPlant,Power,11.979548862868157
DE,26,CoalCHPPlant,Power,0.0
FR,26,CoalCHPPlant,Power,15.43034726000001
NO,26,CoalCHPPlant,Power,0.0
DK,26,CoalCHPPlant,Power,0.0
UK,26,CoalCHPPlant,Power,22.538723364558372
DE,27,CoalCHPPlant,Power,0.0
FR,27,CoalCHPPlant,Power,0.0
NO,27,CoalCHPPlant,Power,0.0
DK,27,CoalCHPPlant,Power,0.0
UK,27,CoalCHPPlant,Power,0.0
DE,28,CoalCHPPlant,Power,0.0
FR,28,CoalCHPPlant,Power,0.0
NO,28,CoalCHPPlant,Power,0.0
DK,28,CoalCHPPlant,Power,0.0
UK,28,CoalCHPPlant,Power,0.0
DE,29,CoalCHPPlant,Power,0.0
FR,29,CoalCHPPlant,Power,0.0
NO,29,CoalCHPPlant,Power,0.0
DK,29,CoalCHPPlant,Power,0.0
UK,29,CoalCHPPlant,Power,0.0
DE,30,CoalCHPPlant,Power,0.0
FR,30,CoalCHPPlant,Power,0.0
NO,30,CoalCHPPlant,Power,0.0
DK,30,CoalCHPPlant,Power,0.0
UK,30,CoalCHPPlant,Power,0.0
DE,31,CoalCHPPlant,Power,0.0
FR,31,CoalCHPPlant,Power,0.0
NO,31,CoalCHPPlant,Power,0.0
DK,31,CoalCHPPlant,Power,0.0
UK,31,CoalCHPPlant,Power,0.0
DE,32,CoalCHPPlant,Power,0.0
FR,32,CoalCHPPlant,Power,0.0
NO,32,CoalCHPPlant,Power,0.0
DK,32,CoalCHPPlant,Power,0.0
UK,32,CoalCHPPlant,Power,0.0
DE,33,CoalCHPPlant,Power,0.0
FR,33,CoalCHPPlant,Power,0.0
NO,33,CoalCHPPlant,Power,-0.0
DK,33,CoalCHPPlant,Power,0.0
UK,33,CoalCHPPlant,Power,0.0
DE,34,CoalCHPPlant,Power,0.0
FR,34,CoalCHPPlant,Power,0.0
NO,34,CoalCHPPlant,Power,0.0
DK,34,CoalCHPPlant,Power,0.0
UK,34,CoalCHPPlant,Power,0.0
DE,35,CoalCHPPlant,Power,0.0
FR,35,CoalCHPPlant,Power,0.0
NO,35,CoalCHPPlant,Power,0.0
DK,35,CoalCHPPlant,Power,0.0
UK,35,CoalCHPPlant,Power,0.0
DE,36,CoalCHPPlant,Power,0.0
FR,36,CoalCHPPlant,Power,0.0
NO,36,CoalCHPPlant,Power,0.0
DK,36,CoalCHPPlant,Power,0.0
UK,36,CoalCHPPlant,Power,0.0
DE,37,CoalCHPPlant,Power,0.0
FR,37,CoalCHPPlant,Power,6.238106439999999
NO,37,CoalCHPPlant,Power,0.0
DK,37,CoalCHPPlant,Power,0.0
UK,37,CoalCHPPlant,Power,0.0
DE,38,CoalCHPPlant,Power,0.0
FR,38,CoalCHPPlant,Power,12.818085840000002
NO,38,CoalCHPPlant,Power,-0.0
DK,38,CoalCHPPlant,Power,0.0
UK,38,CoalCHPPlant,Power,0.0
DE,39,CoalCHPPlant,Power,0.0
FR,39,CoalCHPPlant,Power,14.644
NO,39,CoalCHPPlant,Power,-0.0
DK,39,CoalCHPPlant,Power,0.0
UK,39,CoalCHPPlant,Power,0.0
DE,40,CoalCHPPlant,Power,0.0
FR,40,CoalCHPPlant,Power,13.938
NO,40,CoalCHPPlant,Power,-0.0
DK,40,CoalCHPPlant,Power,0.0
UK,40,CoalCHPPlant,Power,0.0
DE,41,CoalCHPPlant,Power,0.0
FR,41,CoalCHPPlant,Power,14.168
NO,41,CoalCHPPlant,Power,-0.0
DK,41,CoalCHPPlant,Power,0.0
UK,41,CoalCHPPlant,Power,0.0
DE,42,CoalCHPPlant,Power,0.0
FR,42,CoalCHPPlant,Power,10.22987841
NO,42,CoalCHPPlant,Power,0.0
DK,42,CoalCHPPlant,Power,-0.0
UK,42,CoalCHPPlant,Power,0.0
DE,43,CoalCHPPlant,Power,0.0
FR,43,CoalCHPPlant,Power,0.0
NO,43,CoalCHPPlant,Power,-0.0
DK,43,CoalCHPPlant,Power,0.0
UK,43,CoalCHPPlant,Power,0.0
DE,44,CoalCHPPlant,Power,0.0
FR,44,CoalCHPPlant,Power,0.0
NO,44,CoalCHPPlant,Power,0.0
DK,44,CoalCHPPlant,Power,0.0
UK,44,CoalCHPPlant,Power,0.0
DE,45,CoalCHPPlant,Power,0.0
FR,45,CoalCHPPlant,Power,0.0
NO,45,CoalCHPPlant,Power,0.0
DK,45,CoalCHPPlant,Power,0.0
UK,45,CoalCHPPlant,Power,0.0
DE,46,CoalCHPPlant,Power,-0.0
FR,46,CoalCHPPlant,Power,0.0
NO,46,CoalCHPPlant,Power,-0.0
DK,46,CoalCHPPlant,Power,0.0
UK,46,CoalCHPPlant,Power,0.0
DE,47,CoalCHPPlant,Power,0.0
FR,47,CoalCHPPlant,Power,6.336
NO,47,CoalCHPPlant,Power,0.0
DK,47,CoalCHPPlant,Power,0.0
UK,47,CoalCHPPlant,Power,0.0
DE,48,CoalCHPPlant,Power,0.0
FR,48,CoalCHPPlant,Power,5.0059999999999985
NO,48,CoalCHPPlant,Power,0.0
DK,48,CoalCHPPlant,Power,0.0
UK,48,CoalCHPPlant,Power,0.0
DE,49,CoalCHPPlant,Power,0.0
FR,49,CoalCHPPlant,Power,5.916
NO,49,CoalCHPPlant,Power,0.0
DK,49,CoalCHPPlant,Power,0.0
UK,49,CoalCHPPlant,Power,0.0
DE,50,CoalCHPPlant,Power,0.0
FR,50,CoalCHPPlant,Power,0.0
NO,50,CoalCHPPlant,Power,0.0
DK,50,CoalCHPPlant,Power,0.0
UK,50,CoalCHPPlant,Power,0.0
DE,51,CoalCHPPlant,Power,0.0
FR,51,CoalCHPPlant,Power,0.0
NO,51,CoalCHPPlant,Power,0.0
DK,51,CoalCHPPlant,Power,0.0
UK,51,CoalCHPPlant,Power,0.0
DE,52,CoalCHPPlant,Power,0.0
FR,52,CoalCHPPlant,Power,0.0
NO,52,CoalCHPPlant,Power,0.0
DK,52,CoalCHPPlant,Power,0.0
UK,52,CoalCHPPlant,Power,0.0
DE,53,CoalCHPPlant,Power,0.0
FR,53,CoalCHPPlant,Power,0.0
NO,53,CoalCHPPlant,Power,0.0
DK,53,CoalCHPPlant,Power,0.0
UK,53,CoalCHPPlant,Power,0.0
DE,54,CoalCHPPlant,Power,0.0
FR,54,CoalCHPPlant,Power,0.0
NO,54,CoalCHPPlant,Power,0.0
DK,54,CoalCHPPlant,Power,0.0
UK,54,CoalCHPPlant,Power,0.0
DE,55,CoalCHPPlant,Power,0.0
FR,55,CoalCHPPlant,Power,0.0
NO,55,CoalCHPPlant,Power,0.0
DK,55,CoalCHPPlant,Power,0.0
UK,55,CoalCHPPlant,Power,0.0
DE,56,CoalCHPPlant,Power,0.0
FR,56,CoalCHPPlant,Power,0.0
NO,56,CoalCHPPlant,Power,0.0
DK,56,CoalCHPPlant,Power,0.0
UK,56,CoalCHPPlant,Power,0.0
DE,57,CoalCHPPlant,Power,0.0
FR,57,CoalCHPPlant,Power,0.0
NO,57,CoalCHPPlant,Power,0.0
DK,57,CoalCHPPlant,Power,0.0
UK,57,CoalCHPPlant,Power,0.0
DE,58,CoalCHPPlant,Power,0.0
FR,58,CoalCHPPlant,Power,0.0
NO,58,CoalCHPPlant,Power,0.0
DK,58,CoalCHPPlant,Power,0.0
UK,58,CoalCHPPlant,Power,0.0
DE,59,CoalCHPPlant,Power,0.0
FR,59,CoalCHPPlant,Power,0.0
NO,59,CoalCHPPlant,Power,-0.0
DK,59,CoalCHPPlant,Power,0.0
UK,59,CoalCHPPlant,Power,0.0
DE,60,CoalCHPPlant,Power,0.0
FR,60,CoalCHPPlant,Power,0.0
NO,60,CoalCHPPlant,Power,0.0
DK,60,CoalCHPPlant,Power,0.0
UK,60,CoalCHPPlant,Power,0.0
DE,61,CoalCHPPlant,Power,0.0
FR,61,CoalCHPPlant,Power,12.42100186
NO,61,CoalCHPPlant,Power,-0.0
DK,61,CoalCHPPlant,Power,0.0
UK,61,CoalCHPPlant,Power,0.0
DE,62,CoalCHPPlant,Power,0.0
FR,62,CoalCHPPlant,Power,15.437333333333335
NO,62,CoalCHPPlant,Power,-0.0
DK,62,CoalCHPPlant,Power,0.0
UK,62,CoalCHPPlant,Power,2.716879695122591
DE,63,CoalCHPPlant,Power,-0.0
FR,63,CoalCHPPlant,Power,15.437333333333335
NO,63,CoalCHPPlant,Power,0.0
DK,63,CoalCHPPlant,Power,0.0
UK,63,CoalCHPPlant,Power,19.25916
DE,64,CoalCHPPlant,Power,0.0
FR,64,CoalCHPPlant,Power,15.437333333333335
NO,64,CoalCHPPlant,Power,0.0
DK,64,CoalCHPPlant,Power,0.0
UK,64,CoalCHPPlant,Power,16.17842428
DE,65,CoalCHPPlant,Power,0.0
FR,65,CoalCHPPlant,Power,15.437333333333335
NO,65,CoalCHPPlant,Power,0.0
DK,65,CoalCHPPlant,Power,0.0
UK,65,CoalCHPPlant,Power,14.944404299999999
DE,66,CoalCHPPlant,Power,0.0
FR,66,CoalCHPPlant,Power,15.437333333333335
NO,66,CoalCHPPlant,Power,0.0
DK,66,CoalCHPPlant,Power,0.0
UK,66,CoalCHPPlant,Power,7.993517600000001
DE,67,CoalCHPPlant,Power,0.0
FR,67,CoalCHPPlant,Power,15.437333333333335
NO,67,CoalCHPPlant,Power,-0.0
DK,67,CoalCHPPlant,Power,0.0
UK,67,CoalCHPPlant,Power,20.02032804666667
DE,68,CoalCHPPlant,Power,0.0
FR,68,CoalCHPPlant,Power,15.437333333333335
NO,68,CoalCHPPlant,Power,0.0
DK,68,CoalCHPPlant,Power,0.0
UK,68,CoalCHPPlant,Power,8.36737518
DE,69,CoalCHPPlant,Power,0.0
FR,69,CoalCHPPlant,Power,15.437333333333335
NO,69,CoalCHPPlant,Power,0.0
DK,69,CoalCHPPlant,Power,0.0
UK,69,CoalCHPPlant,Power,5.139824599999999
DE,70,CoalCHPPlant,Power,0.0
FR,70,CoalCHPPlant,Power,15.437333333333335
NO,70,CoalCHPPlant,Power,0.0
DK,70,CoalCHPPlant,Power,-0.0
UK,70,CoalCHPPlant,Power,6.9112923133333375
DE,71,CoalCHPPlant,Power,0.0
FR,71,CoalCHPPlant,Power,15.225999999999999
NO,71,CoalCHPPlant,Power,0.0
DK,71,CoalCHPPlant,Power,0.0
UK,71,CoalCHPPlant,Power,3.683486725784805
DE,72,CoalCHPPlant,Power,0.0
FR,72,CoalCHPPlant,Power,14.344
NO,72,CoalCHPPlant,Power,0.0
DK,72,CoalCHPPlant,Power,-0.0
UK,72,CoalCHPPlant,Power,24.807189548739288
DE,73,CoalCHPPlant,Power,0.0
FR,73,CoalCHPPlant,Power,14.008
NO,73,CoalCHPPlant,Power,-0.0
DK,73,CoalCHPPlant,Power,0.0
UK,73,CoalCHPPlant,Power,23.17055822364842
DE,74,CoalCHPPlant,Power,0.0
FR,74,CoalCHPPlant,Power,0.0
NO,74,CoalCHPPlant,Power,0.0
DK,74,CoalCHPPlant,Power,0.0
UK,74,CoalCHPPlant,Power,0.0
DE,75,CoalCHPPlant,Power,0.0
FR,75,CoalCHPPlant,Power,0.0
NO,75,CoalCHPPlant,Power,0.0
DK,75,CoalCHPPlant,Power,0.0
UK,75,CoalCHPPlant,Power,0.0
DE,76,CoalCHPPlant,Power,0.0
FR,76,CoalCHPPlant,Power,0.0
NO,76,CoalCHPPlant,Power,0.0
DK,76,CoalCHPPlant,Power,0.0
UK,76,CoalCHPPlant,Power,0.0
DE,77,CoalCHPPlant,Power,0.0
FR,77,CoalCHPPlant,Power,0.0
NO,77,CoalCHPPlant,Power,0.0
DK,77,CoalCHPPlant,Power,0.0
UK,77,CoalCHPPlant,Power,0.0
DE,78,CoalCHPPlant,Power,0.0
FR,78,CoalCHPPlant,Power,0.0
NO,78,CoalCHPPlant,Power,0.0
DK,78,CoalCHPPlant,Power,0.0
UK,78,CoalCHPPlant,Power,0.0
DE,79,CoalCHPPlant,Power,0.0
FR,79,CoalCHPPlant,Power,0.0
NO,79,CoalCHPPlant,Power,0.0
DK,79,CoalCHPPlant,Power,0.0
UK,79,CoalCHPPlant,Power,0.0
DE,80,CoalCHPPlant,Power,0.0
FR,80,CoalCHPPlant,Power,0.0
NO,80,CoalCHPPlant,Power,0.0
DK,80,CoalCHPPlant,Power,0.0
UK,80,CoalCHPPlant,Power,0.0
DE,81,CoalCHPPlant,Power,0.0
FR,81,CoalCHPPlant,Power,0.0
NO,81,CoalCHPPlant,Power,0.0
DK,81,CoalCHPPlant,Power,0.0
UK,81,CoalCHPPlant,Power,0.0
DE,82,CoalCHPPlant,Power,0.0
FR,82,CoalCHPPlant,Power,0.0
NO,82,CoalCHPPlant,Power,-0.0
DK,82,CoalCHPPlant,Power,0.0
UK,82,CoalCHPPlant,Power,0.0
DE,83,CoalCHPPlant,Power,0.0
FR,83,CoalCHPPlant,Power,0.0
NO,83,CoalCHPPlant,Power,0.0
DK,83,CoalCHPPlant,Power,0.0
UK,83,CoalCHPPlant,Power,0.0
DE,84,CoalCHPPlant,Power,-0.0
FR,84,CoalCHPPlant,Power,14.29297921867196
NO,84,CoalCHPPlant,Power,0.0
DK,84,CoalCHPPlant,Power,0.0
UK,84,CoalCHPPlant,Power,0.0
DE,85,CoalCHPPlant,Power,0.0
FR,85,CoalCHPPlant,Power,12.35738019180652
NO,85,CoalCHPPlant,Power,0.0
DK,85,CoalCHPPlant,Power,0.0
UK,85,CoalCHPPlant,Power,0.0
DE,86,CoalCHPPlant,Power,0.0
FR,86,CoalCHPPlant,Power,15.437333333333335
NO,86,CoalCHPPlant,Power,-0.0
DK,86,CoalCHPPlant,Power,-0.0
UK,86,CoalCHPPlant,Power,0.0
DE,87,CoalCHPPlant,Power,0.0
FR,87,CoalCHPPlant,Power,11.001078520000002
NO,87,CoalCHPPlant,Power,0.0
DK,87,CoalCHPPlant,Power,0.0
UK,87,CoalCHPPlant,Power,0.0
DE,88,CoalCHPPlant,Power,0.0
FR,88,CoalCHPPlant,Power,15.437333333333335
NO,88,CoalCHPPlant,Power,-0.0
DK,88,CoalCHPPlant,Power,0.0
UK,88,CoalCHPPlant,Power,0.0
DE,89,CoalCHPPlant,Power,-0.0
FR,89,CoalCHPPlant,Power,15.437333333333335
NO,89,CoalCHPPlant,Power,-0.0
DK,89,CoalCHPPlant,Power,0.0
UK,89,CoalCHPPlant,Power,0.0
DE,90,CoalCHPPlant,Power,0.0
FR,90,CoalCHPPlant,Power,14.181999999999999
NO,90,CoalCHPPlant,Power,-0.0
DK,90,CoalCHPPlant,Power,0.0
UK,90,CoalCHPPlant,Power,0.0
DE,91,CoalCHPPlant,Power,0.0
FR,91,CoalCHPPlant,Power,8.142
NO,91,CoalCHPPlant,Power,0.0
DK,91,CoalCHPPlant,Power,0.0
UK,91,CoalCHPPlant,Power,0.0
DE,92,CoalCHPPlant,Power,0.0
FR,92,CoalCHPPlant,Power,3.4299999999999997
NO,92,CoalCHPPlant,Power,0.0
DK,92,CoalCHPPlant,Power,0.0
UK,92,CoalCHPPlant,Power,0.0
DE,93,CoalCHPPlant,Power,0.0
FR,93,CoalCHPPlant,Power,2.1080000000000005
NO,93,CoalCHPPlant,Power,-0.0
DK,93,CoalCHPPlant,Power,0.0
UK,93,CoalCHPPlant,Power,0.0
DE,94,CoalCHPPlant,Power,0.0
FR,94,CoalCHPPlant,Power,2.603999999999999
NO,94,CoalCHPPlant,Power,0.0
DK,94,CoalCHPPlant,Power,0.0
UK,94,CoalCHPPlant,Power,0.0
DE,95,CoalCHPPlant,Power,0.0
FR,95,CoalCHPPlant,Power,1.4080000000000013
NO,95,CoalCHPPlant,Power,0.0
DK,95,CoalCHPPlant,Power,0.0
UK,95,CoalCHPPlant,Power,0.0
DE,96,CoalCHPPlant,Power,0.0
FR,96,CoalCHPPlant,Power,1.2539999999999978
NO,96,CoalCHPPlant,Power,0.0
DK,96,CoalCHPPlant,Power,-0.0
UK,96,CoalCHPPlant,Power,0.0
DE,97,CoalCHPPlant,Power,0.0
FR,97,CoalCHPPlant,Power,0.0
NO,97,CoalCHPPlant,Power,0.0
DK,97,CoalCHPPlant,Power,0.0
UK,97,CoalCHPPlant,Power,0.0
DE,98,CoalCHPPlant,Power,0.0
FR,98,CoalCHPPlant,Power,0.0
NO,98,CoalCHPPlant,Power,0.0
DK,98,CoalCHPPlant,Power,0.0
UK,98,CoalCHPPlant,Power,0.0
DE,99,CoalCHPPlant,Power,0.0
FR,99,CoalCHPPlant,Power,0.0
NO,99,CoalCHPPlant,Power,0.0
DK,99,CoalCHPPlant,Power,0.0
UK,99,CoalCHPPlant,Power,0.0
DE,100,CoalCHPPlant,Power,-0.0
FR,100,CoalCHPPlant,Power,0.0
NO,100,CoalCHPPlant,Power,-0.0
DK,100,CoalCHPPlant,Power,0.0
UK,100,CoalCHPPlant,Power,0.0
DE,101,CoalCHPPlant,Power,0.0
FR,101,CoalCHPPlant,Power,0.0
NO,101,CoalCHPPlant,Power,-0.0
DK,101,CoalCHPPlant,Power,0.0
UK,101,CoalCHPPlant,Power,0.0
DE,102,CoalCHPPlant,Power,-0.0
FR,102,CoalCHPPlant,Power,0.0
NO,102,CoalCHPPlant,Power,-0.0
DK,102,CoalCHPPlant,Power,0.0
UK,102,CoalCHPPlant,Power,0.0
DE,103,CoalCHPPlant,Power,0.0
FR,103,CoalCHPPlant,Power,0.0
NO,103,CoalCHPPlant,Power,-0.0
DK,103,CoalCHPPlant,Power,0.0
UK,103,CoalCHPPlant,Power,0.0
DE,104,CoalCHPPlant,Power,0.0
FR,104,CoalCHPPlant,Power,0.0
NO,104,CoalCHPPlant,Power,0.0
DK,104,CoalCHPPlant,Power,0.0
UK,104,CoalCHPPlant,Power,0.0
DE,105,CoalCHPPlant,Power,0.0
FR,105,CoalCHPPlant,Power,0.0
NO,105,CoalCHPPlant,Power,0.0
DK,105,CoalCHPPlant,Power,0.0
UK,105,CoalCHPPlant,Power,1.1559783926200264
DE,106,CoalCHPPlant,Power,0.0
FR,106,CoalCHPPlant,Power,9.038
NO,106,CoalCHPPlant,Power,0.0
DK,106,CoalCHPPlant,Power,0.0
UK,106,CoalCHPPlant,Power,13.630261691994965
DE,107,CoalCHPPlant,Power,0.0
FR,107,CoalCHPPlant,Power,9.472
NO,107,CoalCHPPlant,Power,0.0
DK,107,CoalCHPPlant,Power,0.0
UK,107,CoalCHPPlant,Power,33.36698282635668
DE,108,CoalCHPPlant,Power,0.0
FR,108,CoalCHPPlant,Power,8.324
NO,108,CoalCHPPlant,Power,0.0
DK,108,CoalCHPPlant,Power,-0.0
UK,108,CoalCHPPlant,Power,33.36698282635668
DE,109,CoalCHPPlant,Power,0.0
FR,109,CoalCHPPlant,Power,8.148
NO,109,CoalCHPPlant,Power,0.0
DK,109,CoalCHPPlant,Power,0.0
UK,109,CoalCHPPlant,Power,33.36698282635668
DE,110,CoalCHPPlant,Power,0.0
FR,110,CoalCHPPlant,Power,7.126000000000001
NO,110,CoalCHPPlant,Power,0.0
DK,110,CoalCHPPlant,Power,0.0
UK,110,CoalCHPPlant,Power,33.36698282635668
DE,111,CoalCHPPlant,Power,0.0
FR,111,CoalCHPPlant,Power,5.425999999999998
NO,111,CoalCHPPlant,Power,0.0
DK,111,CoalCHPPlant,Power,0.0
UK,111,CoalCHPPlant,Power,32.6678112660416
DE,112,CoalCHPPlant,Power,0.0
FR,112,CoalCHPPlant,Power,5.474
NO,112,CoalCHPPlant,Power,0.0
DK,112,CoalCHPPlant,Power,0.0
UK,112,CoalCHPPlant,Power,6.203249226041606
DE,113,CoalCHPPlant,Power,0.0
FR,113,CoalCHPPlant,Power,11.350776719429405
NO,113,CoalCHPPlant,Power,0.0
DK,113,CoalCHPPlant,Power,0.0
UK,113,CoalCHPPlant,Power,0.0
DE,114,CoalCHPPlant,Power,0.0
FR,114,CoalCHPPlant,Power,9.520896109999999
NO,114,CoalCHPPlant,Power,0.0
DK,114,CoalCHPPlant,Power,0.0
UK,114,CoalCHPPlant,Power,0.0
DE,115,CoalCHPPlant,Power,0.0
FR,115,CoalCHPPlant,Power,3.9060000000000024
NO,115,CoalCHPPlant,Power,0.0
DK,115,CoalCHPPlant,Power,0.0
UK,115,CoalCHPPlant,Power,0.0
DE,116,CoalCHPPlant,Power,0.0
FR,116,CoalCHPPlant,Power,3.4299999999999997
NO,116,CoalCHPPlant,Power,0.0
DK,116,CoalCHPPlant,Power,0.0
UK,116,CoalCHPPlant,Power,0.0
DE,117,CoalCHPPlant,Power,0.0
FR,117,CoalCHPPlant,Power,0.0
NO,117,CoalCHPPlant,Power,0.0
DK,117,CoalCHPPlant,Power,0.0
UK,117,CoalCHPPlant,Power,0.0
DE,118,CoalCHPPlant,Power,0.0
FR,118,CoalCHPPlant,Power,0.0
NO,118,CoalCHPPlant,Power,0.0
DK,118,CoalCHPPlant,Power,0.0
UK,118,CoalCHPPlant,Power,0.0
DE,119,CoalCHPPlant,Power,0.0
FR,119,CoalCHPPlant,Power,0.0
NO,119,CoalCHPPlant,Power,0.0
DK,119,CoalCHPPlant,Power,0.0
UK,119,CoalCHPPlant,Power,0.0
DE,120,CoalCHPPlant,Power,0.0
FR,120,CoalCHPPlant,Power,1.2539999999999978
NO,120,CoalCHPPlant,Power,0.0
DK,120,CoalCHPPlant,Power,0.0
UK,120,CoalCHPPlant,Power,3.056252690299331
DE,1,GasCHPPlant,Power,0.0
FR,1,GasCHPPlant,Power,0.0
NO,1,GasCHPPlant,Power,0.07300260000000006
DK,1,GasCHPPlant,Power,0.0
UK,1,GasCHPPlant,Power,0.0
DE,2,GasCHPPlant,Power,25.45883820587983
FR,2,GasCHPPlant,Power,0.0
NO,2,GasCHPPlant,Power,4.109333333333334
